"Potential applied (V)","Time (s)","WE(1).Current (A)","WE(1).Potential (V)","Scan","Index","Q+","Q-","Current range","Overload"
"0.584716796875","154.02936561111","0.000403076171875","0.58493041992188","1","659","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.587158203125","154.03913161109","0.00039773559570312","0.58737182617188","1","660","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.589599609375","154.04889761106","0.000395751953125","0.58981323242188","1","661","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.592041015625","154.05866361104","0.00039117431640625","0.59228515625","1","662","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.594482421875","154.06842961101","0.00038787841796875","0.59466552734375","1","663","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.596923828125","154.07819561099","0.00038522338867188","0.59719848632812","1","664","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.599365234375","154.08796161097","0.00038043212890625","0.59957885742188","1","665","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.601806640625","154.09772761094","0.00037875366210937","0.60208129882812","1","666","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.604248046875","154.10749361092","0.00037408447265625","0.60446166992188","1","667","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.606689453125","154.11725961089","0.00037167358398438","0.60690307617188","1","668","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.609130859375","154.12702561087","0.00036856079101562","0.609375","1","669","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.611572265625","154.13679161084","0.00036456298828125","0.61181640625","1","670","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.614013671875","154.14655761082","0.0003629150390625","0.61422729492188","1","671","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.616455078125","154.15632361079","0.00035842895507813","0.61666870117188","1","672","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.618896484375","154.16608961077","0.00035665893554687","0.619140625","1","673","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.621337890625","154.17585561074","0.00035321044921875","0.62155151367188","1","674","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.623779296875","154.18562161072","0.00035006713867188","0.62399291992188","1","675","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.626220703125","154.19538761069","0.0003482666015625","0.62643432617188","1","676","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.628662109375","154.20515361067","0.0003441162109375","0.62890625","1","677","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.631103515625","154.21491961064","0.00034271240234375","0.63131713867188","1","678","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.633544921875","154.22468561062","0.00033908081054688","0.6337890625","1","679","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.635986328125","154.2344516106","0.00033673095703125","0.63626098632812","1","680","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.638427734375","154.24421761057","0.00033465576171875","0.63864135742188","1","681","0.0011514731168747","-0.0022339593410492","1 mA",""
"0.640869140625","154.25398361055","0.00033096313476563","0.64108276367188","1","682","0.0011514731168747","-0.0022339593410492","1 mA",""
